claim_id,policy_id,claim_date,incident_date,policy_start_date,policy_expiry_date,report_delay_days,vehicle_make,vehicle_model,vehicle_type,damage_type,damage_location,damage_severity,agent_channel,coverage_type,is_weekend_claim,has_prior_claims,car_driveable,vehicle_age_years,mileage,driver_age,prior_claims_count,customer_tenure_years,manufacture_year,typical_market_value_gbp,part_cost_index,vehicle_value,repair_estimate_gbp,repair_to_value_ratio,is_high_value_vehicle,pre_ml_decision,pre_ml_label,repair_decision
CLM000153,POL000792,2018-04-01,2018-03-30,2013-11-12,2014-11-12,2,BMW,X5,Estate,flood,front,severe,phone,comprehensive,True,True,True,10,20902,41,2,7,2008,66415.44,2.054,13283.09,10270.0,0.7732,False,0.0,0.0,sent_to_garage
CLM000154,POL003129,2021-01-04,2020-12-18,2014-01-28,2015-01-28,17,Volkswagen,Polo,SUV,collision,rear,moderate,phone,comprehensive,False,True,False,1,59841,20,0,7,2020,16443.75,0.899,15128.25,1618.2,0.107,False,0.0,0.0,sent_to_garage
CLM000155,POL000614,2021-01-26,2021-01-05,2016-11-21,2017-11-21,21,Honda,Civic,Motorbike,flood,multiple,moderate,broker,comprehensive,False,False,False,15,182643,41,2,0,2006,22553.28,0.86,2255.33,3010.0,1.3346,False,1.0,1.0,scrapped_by_handler
CLM000156,POL003796,2017-07-29,2017-07-07,2015-08-09,2016-08-08,22,BMW,X5,Hatchback,fire,rear,moderate,app,comprehensive,True,False,True,16,31979,47,1,9,2001,,,,,,False,0.0,0.0,sent_to_garage
CLM000157,POL001589,2016-01-30,2016-01-07,2014-08-16,2015-08-16,23,Volkswagen,Polo,Van,vandalism,side,minor,app,comprehensive,True,False,True,5,129246,40,1,7,2011,16645.32,0.912,9987.19,364.8,0.0365,False,0.0,0.0,sent_to_garage
CLM000159,POL004106,2021-07-15,2021-06-24,2018-10-12,2019-10-12,21,Vauxhall,Astra,Estate,vandalism,multiple,minor,online,third_party,False,False,False,2,125888,22,1,9,2019,18673.0,0.739,15685.32,591.2,0.0377,False,0.0,0.0,sent_to_garage
CLM000161,POL000609,2019-05-25,2019-05-01,2014-07-12,2015-07-12,24,Honda,Jazz,Motorbike,flood,rear,minor,online,third_party_fire_theft,True,True,True,12,107915,52,1,1,2007,15765.34,0.865,1576.53,389.25,0.2469,False,0.0,0.0,sent_to_garage
CLM000162,POL005173,2020-08-21,2020-08-10,2018-03-11,2019-03-11,11,Volkswagen,Golf,Van,fire,side,severe,broker,third_party_fire_theft,False,True,False,9,37010,42,1,2,2011,25304.74,1.021,7085.33,4084.0,0.5764,False,0.0,0.0,sent_to_garage
CLM000164,POL000212,2018-01-11,2017-12-26,2015-10-30,2016-10-29,16,Ford,Fiesta,SUV,fire,roof,moderate,app,comprehensive,False,False,True,16,124302,52,3,19,2002,,,,,,False,0.0,0.0,sent_to_garage
CLM000165,POL003134,2021-11-15,2021-10-16,2013-07-29,2014-07-29,30,Vauxhall,Mokka,Estate,collision,roof,minor,online,comprehensive,False,True,True,8,18051,33,1,9,2013,21733.92,0.801,7824.21,480.6,0.0614,False,0.0,1.0,sent_to_garage
CLM000166,POL002095,2017-03-10,2017-02-28,2015-07-12,2016-07-11,10,Audi,Q3,Estate,flood,side,minor,direct,third_party_fire_theft,False,True,False,20,123221,17,1,6,1997,,,,,,False,0.0,1.0,sent_to_garage
CLM000167,POL004686,2016-08-03,2016-07-23,2012-03-03,2013-03-03,11,Toyota,RAV4,SUV,fire,side,minor,phone,comprehensive,False,True,False,19,192319,55,1,14,1997,,,,,,False,0.0,0.0,sent_to_garage
CLM000169,POL001791,2017-03-02,2017-02-11,2012-08-21,2013-08-21,19,Ford,Fiesta,Van,fire,roof,moderate,broker,comprehensive,False,False,True,1,166297,38,0,10,2016,12334.06,0.736,11347.34,1840.0,0.1622,False,0.0,0.0,sent_to_garage
CLM000170,POL005741,2021-11-25,2021-11-16,2021-10-01,2022-10-01,9,Honda,Civic,Sedan,flood,multiple,minor,direct,third_party_fire_theft,False,True,False,8,181923,53,2,16,2013,22820.29,0.864,8215.3,691.2,0.0841,False,0.0,0.0,sent_to_garage
CLM000171,POL001643,2020-08-17,2020-08-07,2015-03-06,2016-03-05,10,Honda,HR-V,Hatchback,fire,multiple,moderate,direct,comprehensive,False,True,False,8,111431,44,1,12,2012,24285.23,0.878,8742.68,3073.0,0.3515,False,0.0,0.0,sent_to_garage
CLM000173,POL001446,2020-12-01,2020-11-06,2019-01-18,2020-01-18,25,Toyota,RAV4,Motorbike,collision,roof,moderate,phone,third_party_fire_theft,False,False,True,16,112621,58,0,3,2004,32064.88,0.916,3206.49,2290.0,0.7142,False,0.0,0.0,sent_to_garage
CLM000178,POL006577,2017-06-18,2017-06-13,2014-03-19,2015-03-19,5,Toyota,Yaris,Van,collision,roof,severe,phone,comprehensive,True,False,True,10,44247,51,1,8,2007,14607.83,0.817,2921.57,4902.0,1.6779,False,1.0,1.0,scrapped_by_handler
CLM000179,POL005036,2017-07-10,2017-07-06,2016-05-24,2017-05-24,4,Vauxhall,Mokka,Van,vandalism,rear,severe,app,third_party,False,False,False,2,135938,51,0,3,2015,22622.51,0.803,19002.91,3613.5,0.1902,True,0.0,1.0,sent_to_garage
CLM000180,POL004228,2020-06-21,2020-06-05,2014-11-04,2015-11-04,16,Toyota,RAV4,Van,flood,side,minor,direct,third_party_fire_theft,True,False,True,3,102584,56,4,16,2017,32600.53,0.911,24776.4,364.4,0.0147,True,0.0,0.0,sent_to_garage
CLM000181,POL005031,2021-12-05,2021-11-22,2014-04-18,2015-04-18,13,Mercedes,A-Class,Estate,flood,front,minor,app,third_party,True,False,False,9,56384,27,2,19,2012,30730.38,1.838,8604.51,919.0,0.1068,False,0.0,0.0,sent_to_garage
CLM000184,POL001784,2016-12-05,2016-11-16,2015-09-07,2016-09-06,19,Ford,Kuga,Estate,flood,multiple,minor,online,comprehensive,False,True,True,20,17598,48,1,14,1996,,,,,,False,0.0,1.0,sent_to_garage
CLM000185,POL004360,2017-07-24,2017-06-29,2014-02-10,2015-02-10,25,Honda,Jazz,SUV,vandalism,front,minor,app,third_party_fire_theft,False,True,False,17,9363,66,1,9,2000,,,,,,False,0.0,0.0,sent_to_garage
CLM000186,POL003737,2017-05-07,2017-05-01,2014-08-08,2015-08-08,6,Vauxhall,Corsa,Hatchback,theft_damage,multiple,minor,online,comprehensive,True,False,True,16,32132,64,0,0,2001,,,,,,False,0.0,0.0,sent_to_garage
CLM000187,POL002110,2020-11-13,2020-10-24,2012-01-30,2013-01-29,20,Ford,Fiesta,Hatchback,collision,roof,minor,app,comprehensive,False,True,True,1,199878,22,2,20,2019,12293.71,0.771,11310.21,462.6,0.0409,False,0.0,0.0,sent_to_garage
CLM000188,POL000534,2021-09-14,2021-08-21,2012-02-27,2013-02-26,24,BMW,5 Series,Van,collision,roof,minor,phone,third_party_fire_theft,False,True,True,10,74551,25,3,20,2011,43949.08,1.859,8789.82,1115.4,0.1269,False,0.0,0.0,sent_to_garage
CLM000189,POL004217,2017-01-14,2016-12-28,2012-01-01,2012-12-31,17,Mercedes,A-Class,Hatchback,vandalism,rear,minor,app,third_party,True,True,False,6,57088,48,0,3,2011,30188.0,1.749,15697.76,787.05,0.0501,False,0.0,0.0,sent_to_garage
CLM000191,POL005400,2018-09-24,2018-09-19,2014-05-04,2015-05-04,5,Vauxhall,Insignia,Hatchback,flood,roof,severe,phone,comprehensive,False,True,False,20,115307,60,0,7,1998,,,,,,False,1.0,1.0,scrapped_by_handler
CLM000192,POL001361,2021-12-10,2021-11-11,2012-07-01,2013-07-01,29,Mercedes,GLC,Sedan,theft_damage,front,minor,direct,third_party,False,True,False,7,126046,53,0,9,2014,48604.75,1.915,21386.09,957.5,0.0448,True,0.0,0.0,sent_to_garage
CLM000194,POL004694,2016-04-29,2016-04-07,2015-08-31,2016-08-30,22,Honda,Civic,Estate,vandalism,rear,severe,direct,comprehensive,False,False,True,2,157593,26,1,2,2014,21385.76,0.888,17964.04,3996.0,0.2224,True,0.0,0.0,sent_to_garage
CLM000198,POL004939,2017-04-03,2017-03-09,2012-08-14,2013-08-14,25,Volkswagen,Polo,SUV,flood,roof,minor,direct,comprehensive,False,False,True,3,33182,19,0,5,2014,16371.86,0.897,12442.61,538.2,0.0433,False,0.0,0.0,sent_to_garage
CLM000199,POL001110,2019-07-14,2019-07-13,2012-03-27,2013-03-27,1,Honda,Civic,SUV,vandalism,multiple,moderate,broker,third_party,True,True,False,6,176477,64,0,20,2013,22820.29,0.864,11866.55,3024.0,0.2548,False,0.0,0.0,sent_to_garage
CLM000200,POL001753,2018-02-03,2018-01-28,2014-02-27,2015-02-27,6,Nissan,Qashqai,Estate,theft_damage,side,moderate,phone,comprehensive,True,True,True,10,131292,24,0,0,2008,29091.38,0.922,5818.28,1383.0,0.2377,False,0.0,0.0,sent_to_garage
CLM000201,POL004390,2020-01-21,2020-01-15,2014-02-17,2015-02-17,6,Audi,Q3,Motorbike,theft_damage,roof,moderate,phone,comprehensive,False,False,True,12,175588,19,0,13,2008,35147.28,1.771,3514.73,4427.5,1.2597,False,1.0,1.0,scrapped_by_handler
CLM000205,POL000079,2019-10-18,2019-10-03,2014-02-08,2015-02-08,15,Ford,Transit,Van,fire,front,minor,broker,comprehensive,False,True,False,16,129328,27,0,15,2003,,,,,,False,0.0,1.0,sent_to_garage
CLM000210,POL002860,2021-11-12,2021-10-30,2018-09-25,2019-09-25,13,Volkswagen,Tiguan,Sedan,collision,rear,severe,broker,comprehensive,False,False,False,3,70678,46,0,17,2018,36269.68,1.067,27564.96,4801.5,0.1742,True,0.0,0.0,sent_to_garage
CLM000211,POL003921,2016-11-09,2016-11-06,2012-02-11,2013-02-10,3,Vauxhall,Astra,Hatchback,vandalism,side,minor,phone,third_party_fire_theft,False,False,True,12,97966,38,1,18,2004,18405.33,0.759,1840.53,303.6,0.165,False,0.0,0.0,sent_to_garage
CLM000212,POL003282,2018-07-24,2018-07-04,2015-09-18,2016-09-17,20,Honda,Civic,SUV,collision,front,severe,online,comprehensive,False,True,False,14,133308,38,1,6,2004,21922.3,0.873,2192.23,4365.0,1.9911,False,1.0,1.0,scrapped_by_handler
CLM000214,POL004541,2018-12-10,2018-11-26,2015-04-20,2016-04-19,14,Nissan,Micra,Estate,fire,side,moderate,direct,comprehensive,False,False,False,2,155938,44,2,3,2016,12906.62,0.786,10841.56,1179.0,0.1087,False,0.0,0.0,sent_to_garage
CLM000215,POL004040,2017-07-20,2017-06-21,2015-07-24,2016-07-23,29,Vauxhall,Mokka,SUV,collision,multiple,moderate,app,comprehensive,False,False,False,15,3745,35,1,11,2002,,,,,,False,0.0,0.0,sent_to_garage
CLM000217,POL000741,2020-05-24,2020-04-27,2017-04-22,2018-04-22,27,Hyundai,i10,Estate,collision,front,moderate,broker,third_party,True,False,True,4,185163,32,0,16,2016,12339.49,0.737,8390.85,1474.0,0.1757,False,0.0,0.0,sent_to_garage
CLM000219,POL005238,2018-07-23,2018-06-25,2017-10-24,2018-10-24,28,Mercedes,A-Class,Motorbike,collision,front,moderate,direct,comprehensive,False,True,True,19,59232,40,0,3,1999,,,,,,False,0.0,1.0,sent_to_garage
CLM000220,POL002245,2019-03-27,2019-03-01,2012-01-28,2013-01-27,26,Vauxhall,Insignia,Estate,vandalism,rear,severe,phone,third_party,False,True,False,18,187717,45,1,15,2001,,,,,,False,1.0,1.0,scrapped_by_handler
CLM000221,POL001700,2019-02-02,2019-01-08,2018-04-09,2019-04-09,25,Nissan,Qashqai,SUV,flood,roof,minor,direct,comprehensive,True,True,True,5,52010,50,0,1,2014,26904.24,0.885,16142.54,531.0,0.0329,False,0.0,0.0,sent_to_garage
CLM000222,POL002759,2019-05-11,2019-05-05,2018-09-05,2019-09-05,6,Mercedes,C-Class,Estate,vandalism,multiple,moderate,online,third_party_fire_theft,True,True,False,9,150864,85,0,2,2010,40081.83,1.896,11222.91,6636.0,0.5913,False,0.0,1.0,sent_to_garage
CLM000223,POL003743,2019-12-09,2019-11-15,2019-03-05,2020-03-04,24,Volkswagen,Golf,Hatchback,fire,side,moderate,direct,comprehensive,False,True,True,5,134893,60,2,12,2014,24753.39,1.024,14852.03,1536.0,0.1034,False,0.0,0.0,sent_to_garage
CLM000224,POL005798,2018-09-05,2018-08-25,2014-06-16,2015-06-16,11,Volkswagen,Tiguan,Hatchback,vandalism,front,minor,direct,comprehensive,False,True,True,0,6055,59,0,1,2018,36269.68,1.067,36269.68,533.5,0.0147,True,0.0,0.0,sent_to_garage
CLM000226,POL005223,2018-12-07,2018-11-07,2014-06-13,2015-06-13,30,Audi,A3,Sedan,fire,rear,minor,app,third_party_fire_theft,False,False,True,19,84196,49,0,11,1999,,,,,,False,0.0,0.0,sent_to_garage
CLM000227,POL000141,2019-12-22,2019-12-04,2018-09-12,2019-09-12,18,Honda,HR-V,SUV,vandalism,front,minor,app,comprehensive,True,False,False,1,110415,18,2,9,2018,25276.21,0.884,23254.11,442.0,0.019,True,0.0,1.0,sent_to_garage
CLM000229,POL003580,2019-12-07,2019-11-21,2014-06-25,2015-06-25,16,BMW,X3,Sedan,flood,roof,moderate,app,comprehensive,True,True,True,7,161848,37,0,8,2012,48311.76,1.858,21257.17,4645.0,0.2185,True,0.0,0.0,sent_to_garage
CLM000230,POL000598,2016-02-04,2016-02-03,2014-10-21,2015-10-21,1,Toyota,Corolla,Sedan,flood,rear,minor,online,third_party_fire_theft,False,True,False,14,176878,33,0,14,2002,,,,,,False,0.0,1.0,sent_to_garage
CLM000231,POL000793,2016-01-02,2015-12-06,2012-03-13,2013-03-13,27,Hyundai,i20,Estate,vandalism,side,moderate,online,third_party_fire_theft,True,True,True,2,88984,19,0,20,2014,16668.58,0.803,14001.61,1204.5,0.086,False,0.0,0.0,sent_to_garage
CLM000232,POL002367,2019-12-04,2019-11-18,2014-12-24,2015-12-24,16,Toyota,Yaris,Motorbike,theft_damage,side,minor,broker,comprehensive,False,False,True,20,87291,21,0,17,1999,,,,,,False,0.0,1.0,sent_to_garage
CLM000233,POL006023,2021-11-01,2021-10-31,2014-01-10,2015-01-10,1,Nissan,Leaf,SUV,collision,side,severe,direct,comprehensive,False,False,False,3,68190,39,1,17,2018,29685.7,1.015,22561.13,4060.0,0.18,True,0.0,0.0,sent_to_garage
CLM000235,POL005320,2017-03-05,2017-02-11,2014-04-28,2015-04-28,22,Nissan,Juke,Hatchback,collision,roof,minor,direct,third_party_fire_theft,True,True,True,7,137654,42,0,16,2010,20416.32,0.833,8983.18,499.8,0.0556,False,0.0,0.0,sent_to_garage
CLM000236,POL004542,2020-11-18,2020-10-21,2012-07-24,2013-07-24,28,Audi,A3,Sedan,vandalism,front,minor,phone,comprehensive,False,True,True,17,132495,35,0,9,2003,,,,,,False,0.0,0.0,sent_to_garage
CLM000237,POL002640,2018-08-07,2018-07-17,2017-09-14,2018-09-14,21,Ford,Focus,Motorbike,fire,rear,severe,broker,comprehensive,False,True,True,15,151050,49,2,2,2003,,,,,,False,0.0,1.0,sent_to_garage
CLM000238,POL004432,2020-01-20,2020-01-07,2015-05-10,2016-05-09,13,Toyota,Yaris,Van,fire,multiple,moderate,online,third_party_fire_theft,False,True,False,19,191779,52,0,12,2001,,,,,,False,0.0,1.0,sent_to_garage
CLM000239,POL000101,2019-12-25,2019-12-16,2014-11-11,2015-11-11,9,Hyundai,i20,Sedan,flood,side,minor,broker,comprehensive,False,False,True,15,44758,50,0,8,2004,16391.63,0.795,1639.16,318.0,0.194,False,0.0,0.0,sent_to_garage
CLM000240,POL000617,2018-10-23,2018-10-11,2013-01-06,2014-01-06,12,Toyota,Camry,Sedan,fire,side,moderate,online,comprehensive,False,True,False,2,116016,50,2,9,2016,29515.37,0.898,24792.91,1347.0,0.0543,True,0.0,0.0,sent_to_garage
CLM000241,POL004684,2016-02-29,2016-02-19,2016-02-22,2017-02-21,10,Toyota,Yaris,Estate,vandalism,roof,minor,app,third_party,False,False,False,5,77085,53,1,13,2011,14310.23,0.786,8586.14,471.6,0.0549,False,0.0,0.0,sent_to_garage
CLM000242,POL004500,2016-08-30,2016-08-22,2015-12-28,2016-12-27,8,BMW,X5,Hatchback,fire,roof,severe,app,comprehensive,False,True,True,20,26672,17,2,19,1996,,,,,,False,1.0,1.0,scrapped_by_handler
CLM000243,POL001314,2020-09-13,2020-09-10,2016-03-11,2017-03-11,3,Honda,HR-V,Van,flood,side,severe,broker,comprehensive,True,False,True,5,168778,47,0,11,2015,25900.7,0.89,15540.42,3560.0,0.2291,False,0.0,0.0,sent_to_garage
CLM000244,POL002998,2018-01-07,2017-12-21,2014-01-05,2015-01-05,17,Nissan,Leaf,Motorbike,collision,multiple,minor,broker,comprehensive,True,True,True,20,172452,33,0,19,1998,,,,,,False,0.0,0.0,sent_to_garage
CLM000245,POL003422,2018-12-10,2018-12-04,2015-03-31,2016-03-30,6,Hyundai,i30,Hatchback,flood,side,moderate,broker,third_party,False,True,True,10,36829,69,0,11,2008,20890.3,0.798,4178.06,1197.0,0.2865,False,0.0,0.0,sent_to_garage
CLM000246,POL004900,2016-10-24,2016-10-20,2016-08-16,2017-08-16,4,Nissan,Leaf,Van,vandalism,multiple,severe,broker,third_party_fire_theft,False,False,True,4,53656,58,2,17,2012,30815.55,0.993,20954.57,7944.0,0.3791,True,0.0,0.0,sent_to_garage
CLM000247,POL003406,2016-06-12,2016-06-04,2012-12-25,2013-12-25,8,Nissan,Qashqai,SUV,collision,side,minor,app,comprehensive,True,False,True,1,117614,46,0,3,2015,28820.41,0.919,26514.78,367.6,0.0139,True,0.0,1.0,sent_to_garage
CLM000248,POL002330,2017-02-20,2017-01-27,2015-07-08,2016-07-07,24,Hyundai,Tucson,SUV,flood,rear,severe,broker,comprehensive,False,False,True,12,40953,39,2,1,2005,29371.5,0.858,2937.15,3861.0,1.3145,False,1.0,1.0,scrapped_by_handler
CLM000249,POL002113,2019-05-25,2019-05-08,2018-09-06,2019-09-06,17,Audi,A3,Motorbike,flood,front,moderate,broker,comprehensive,True,False,False,20,79426,17,2,19,1999,,,,,,False,0.0,1.0,sent_to_garage
CLM000250,POL002405,2017-06-21,2017-06-06,2016-02-19,2017-02-18,15,Nissan,Leaf,SUV,fire,side,minor,phone,comprehensive,False,False,True,9,169434,24,1,19,2008,29205.77,0.987,8177.62,394.8,0.0483,False,0.0,0.0,sent_to_garage
CLM000251,POL003682,2018-01-30,2018-01-12,2017-04-16,2018-04-16,18,Honda,Jazz,Sedan,theft_damage,multiple,severe,app,third_party_fire_theft,False,False,True,9,169890,34,1,16,2009,15866.67,0.841,4442.67,6728.0,1.5144,False,1.0,1.0,scrapped_by_handler
CLM000252,POL004899,2018-09-19,2018-09-02,2018-05-13,2019-05-13,17,BMW,1 Series,Estate,theft_damage,side,moderate,phone,comprehensive,False,True,True,16,148926,47,1,16,2002,,,,,,False,0.0,1.0,sent_to_garage
CLM000253,POL002564,2018-08-15,2018-07-31,2012-05-25,2013-05-25,15,Ford,Kuga,Estate,flood,roof,minor,broker,third_party_fire_theft,False,False,True,5,126235,36,0,8,2013,27925.77,0.887,16755.46,532.2,0.0318,False,0.0,0.0,sent_to_garage
CLM000254,POL001400,2016-02-06,2016-01-11,2012-12-23,2013-12-23,26,Ford,Focus,Hatchback,fire,side,moderate,phone,comprehensive,True,True,False,20,173616,64,1,14,1996,,,,,,False,0.0,0.0,sent_to_garage
CLM000255,POL001337,2017-01-20,2016-12-29,2012-09-23,2013-09-23,22,Volkswagen,Polo,Sedan,theft_damage,multiple,moderate,broker,comprehensive,False,True,True,15,159299,33,0,3,2002,,,,,,False,0.0,0.0,sent_to_garage
CLM000258,POL000595,2017-02-10,2017-02-05,2012-03-17,2013-03-17,5,Audi,A6,Sedan,collision,rear,moderate,broker,third_party_fire_theft,False,False,False,11,142403,52,1,20,2006,47869.36,1.951,5744.32,3511.8,0.6114,False,0.0,0.0,sent_to_garage
CLM000259,POL000376,2018-07-21,2018-07-19,2015-08-27,2016-08-26,2,Volkswagen,Golf,SUV,flood,side,severe,phone,comprehensive,True,True,False,3,136927,40,0,7,2015,25429.03,0.984,19326.06,3936.0,0.2037,True,0.0,0.0,sent_to_garage
CLM000260,POL003357,2019-06-13,2019-05-31,2012-10-01,2013-10-01,13,Mercedes,E-Class,Van,flood,side,severe,phone,third_party,False,True,False,15,73338,37,0,2,2004,53070.14,1.976,5307.01,7904.0,1.4894,False,1.0,1.0,scrapped_by_handler
CLM000264,POL000813,2016-12-16,2016-12-15,2015-05-21,2016-05-20,1,Hyundai,i20,Van,theft_damage,rear,moderate,broker,comprehensive,False,True,False,0,19234,30,3,19,2016,15958.29,0.803,15958.29,1445.4,0.0906,False,0.0,0.0,sent_to_garage
CLM000265,POL005201,2020-05-31,2020-05-16,2017-04-02,2018-04-02,15,Hyundai,i10,Van,collision,rear,minor,direct,comprehensive,True,True,False,18,126,45,0,18,2002,,,,,,False,0.0,0.0,sent_to_garage
CLM000266,POL000935,2020-05-08,2020-04-14,2018-12-11,2019-12-11,24,Volkswagen,Golf,SUV,vandalism,roof,severe,direct,comprehensive,False,True,False,2,45609,47,1,12,2018,25225.8,0.994,21189.67,5964.0,0.2815,True,0.0,1.0,sent_to_garage
CLM000267,POL001608,2021-09-26,2021-09-04,2013-10-03,2014-10-03,22,Audi,A4,SUV,theft_damage,roof,severe,broker,comprehensive,True,True,False,8,72002,44,0,17,2013,36680.93,1.845,13205.13,11070.0,0.8383,False,0.0,1.0,sent_to_garage
CLM000269,POL000653,2018-11-21,2018-11-02,2017-03-07,2018-03-07,19,Honda,CR-V,Motorbike,fire,roof,minor,phone,comprehensive,False,True,True,4,147212,62,1,19,2014,29576.02,0.915,20111.69,549.0,0.0273,True,0.0,0.0,sent_to_garage
CLM000270,POL000120,2021-01-04,2020-12-18,2018-10-01,2019-10-01,17,Nissan,Qashqai,Estate,fire,roof,moderate,online,third_party_fire_theft,False,True,True,16,164207,17,1,5,2005,29204.01,0.9,2920.4,2250.0,0.7704,False,0.0,1.0,sent_to_garage
CLM000271,POL000313,2018-05-17,2018-05-10,2012-02-19,2013-02-18,7,BMW,X5,Van,vandalism,rear,minor,online,third_party,False,False,False,14,123669,49,3,14,2004,64241.58,2.028,6424.16,912.6,0.1421,False,0.0,1.0,sent_to_garage
CLM000272,POL000987,2017-11-22,2017-11-05,2013-04-27,2014-04-27,17,Audi,A4,SUV,flood,front,moderate,direct,comprehensive,False,True,False,7,107874,67,0,1,2010,38121.17,1.766,16773.31,3532.0,0.2106,False,0.0,0.0,sent_to_garage
CLM000273,POL000302,2018-10-26,2018-10-06,2013-07-19,2014-07-19,20,Toyota,Corolla,Hatchback,fire,front,severe,app,comprehensive,False,True,True,2,159532,58,0,18,2016,21943.09,0.836,18432.2,4180.0,0.2268,True,0.0,1.0,sent_to_garage
CLM000275,POL003844,2019-12-10,2019-11-19,2017-04-01,2018-04-01,21,Audi,A3,Estate,flood,rear,moderate,app,comprehensive,False,False,True,8,193378,31,1,9,2011,31188.37,1.708,11227.81,3074.4,0.2738,False,0.0,0.0,sent_to_garage
CLM000278,POL002849,2019-04-05,2019-03-13,2016-04-01,2017-04-01,23,Mercedes,C-Class,Motorbike,collision,roof,minor,online,comprehensive,False,True,True,0,148949,31,0,7,2019,41897.67,1.852,41897.67,1111.2,0.0265,True,0.0,0.0,sent_to_garage
CLM000280,POL004807,2016-06-01,2016-05-20,2014-03-12,2015-03-12,12,Nissan,Qashqai,Van,vandalism,side,severe,broker,third_party,False,True,True,5,11209,52,2,15,2011,27936.16,0.9,16761.7,3600.0,0.2148,False,0.0,0.0,sent_to_garage
CLM000282,POL001025,2016-01-26,2016-01-09,2013-02-05,2014-02-05,17,Volkswagen,Golf,SUV,theft_damage,side,minor,online,comprehensive,False,False,True,20,22078,31,1,0,1996,,,,,,False,0.0,0.0,sent_to_garage
CLM000283,POL001337,2019-06-10,2019-05-22,2016-02-25,2017-02-24,19,Volkswagen,Golf,SUV,collision,side,moderate,broker,comprehensive,False,True,True,3,85423,36,3,16,2016,25881.95,0.991,19670.28,1486.5,0.0756,True,0.0,0.0,sent_to_garage
CLM000286,POL002351,2018-11-22,2018-11-21,2015-11-30,2016-11-29,1,Nissan,Juke,Motorbike,vandalism,multiple,severe,broker,third_party_fire_theft,False,True,False,15,25039,31,2,16,2003,,,,,,False,0.0,0.0,sent_to_garage
CLM000288,POL002110,2017-03-28,2017-03-15,2016-04-13,2017-04-13,13,Audi,Q5,Hatchback,fire,front,minor,online,comprehensive,False,True,False,1,41320,52,0,12,2016,43370.99,1.882,39901.31,941.0,0.0236,True,0.0,0.0,sent_to_garage
CLM000290,POL000575,2020-08-31,2020-08-20,2012-08-04,2013-08-04,11,Honda,CR-V,Hatchback,collision,roof,moderate,phone,comprehensive,False,True,True,1,27125,43,1,11,2019,29885.45,0.929,27494.61,2322.5,0.0845,True,0.0,0.0,sent_to_garage
CLM000291,POL004707,2017-11-11,2017-11-06,2016-12-15,2017-12-15,5,Nissan,Micra,Estate,theft_damage,side,minor,direct,third_party_fire_theft,True,False,True,18,88287,17,0,18,1999,,,,,,False,0.0,1.0,sent_to_garage
